HP:0012869	espécimen de espermatozoide acéfalo
HP:0003113	al paciente se le diagnosticó hipocloremia, una afección médica caracterizada por una cantidad insuficiente de cloruro en la sangre.
HP:0008163	al paciente se le diagnosticó hipocortisolismo, caracterizado por un nivel de cortisol en sangre significativamente bajo.
HP:0002917	al paciente se le diagnosticó hipomagnesemia, una enfermedad caracterizada por niveles bajos de magnesio en sangre.
HP:0005233	el paciente fue diagnosticado de vesícula biliar hipoplásica, caracterizada por un crecimiento inadecuado de la vesícula biliar.
HP:0003537	al paciente se le diagnosticó hipouricemia, una afección caracterizada por una cantidad insuficiente de ácido úrico en la sangre.
HP:0008687	al paciente se le diagnosticó un crecimiento inadecuado de la próstata, también conocido como hipoplasia, que es una enfermedad congénita rara caracterizada por una glándula prostática poco desarrollada.
HP:0004395	al paciente se le diagnosticó desnutrición por alimentación insuficiente.
HP:0004394	al paciente se le diagnosticaron múltiples pólipos gástricos.
HP:0006770	el paciente fue diagnosticado de carcinoma de células renales no papilar.
HP:0001562	a la paciente se le diagnosticó oligohidramnios, una afección caracterizada por la escasez de líquido amniótico.
HP:0001561	a la paciente se le diagnosticó polihidramnios, una afección caracterizada por un exceso de líquido amniótico.
HP:0001561	a la paciente se le diagnosticó polihidramnios, caracterizado por altos niveles de líquido amniótico en el útero.
HP:0031677	al paciente se le diagnosticó taquicardia ventricular polimórfica, un tipo de latido cardiaco anormal caracterizado por un patrón irregular y variado de contracciones ventriculares.
HP:0002516	al paciente se le diagnosticó pseudotumor cerebral, una afección caracterizada por un aumento de la presión intracraneal sin una lesión masiva subyacente u otra causa.
HP:0006518	el paciente fue diagnosticado de enfermedad venooclusiva pulmonar, una enfermedad rara y compleja caracterizada por la obstrucción de pequeñas venas pulmonares.
HP:0002740	al paciente se le diagnosticaron infecciones recurrentes por e. coli debido a invasiones bacterianas repetidas.
HP:0008488	al paciente se le diagnosticó la enfermedad de scheuermann, una afección caracterizada por el redondeo anterior de los cuerpos vertebrales, que suele afectar a los adolescentes.
HP:0003057	al paciente se le diagnosticó el síndrome de tetraamelia, un trastorno congénito poco frecuente caracterizado por la ausencia de las cuatro extremidades.
HP:0000211	al paciente se le diagnosticó trismo, comúnmente conocido como trismo, debido a los fuertes espasmos de su músculo masetero.
HP:0000139	a la paciente se le diagnosticó prolapso uterino, caracterizado por el hundimiento del útero debido al debilitamiento de los músculos del suelo pélvico y del tejido conjuntivo.
HP:0002633	al paciente se le diagnosticó vasculitis, una inflamación de los vasos sanguíneos.
HP:0004841	el paciente con deficiencia de factor xii presentaba una hemostasia y una trombosis normales.
HP:0004430	el paciente con inmunodeficiencia combinada grave ingresó en el hospital con una infección grave.
HP:0006516	al paciente, un agricultor de 35 años, se le diagnosticó pulmón de agricultor, un tipo de neumonitis por hipersensibilidad causada por la inhalación de esporas de heno mohoso.
HP:0005184	a la paciente, una mujer de 65 años, se le diagnosticó un intervalo qtc prolongado, una afección cardiaca que aumenta el riesgo de ritmos cardiacos anormales.
HP:0006533	el paciente, un bebé prematuro, padece broncodisplasia, una afección a menudo relacionada con la displasia broncopulmonar, que aumenta el riesgo de complicaciones e infecciones respiratorias.
HP:0005876	el paciente, aquejado de contracturas progresivas en flexión, presenta una grave restricción de movimiento y una amplitud de movimiento significativamente reducida.
HP:0002023	la paciente, nacida con ano imperforado, ha vivido con esta anomalía congénita desde su nacimiento.
HP:0012668	la paciente, diagnosticada de síncope neurocardiogénico, experimentaba episodios recurrentes de desmayo debidos a una caída repentina de la tensión arterial y la frecuencia cardiaca.
HP:0004395	el paciente, aquejado de desnutrición, requería atención médica inmediata para tratar su malnutrición y las complicaciones de salud relacionadas.
HP:0001664	el paciente, que había estado tomando múltiples medicamentos, desarrolló una afección potencialmente mortal conocida como torsades de pointes como resultado de una prolongación del intervalo Qt inducida por un fármaco.
HP:0001978	las células sanguíneas del paciente se producen fuera del entorno típico de la médula ósea mediante un proceso conocido como hematopoyesis extramedular.
HP:0003131	los resultados de los análisis de sangre del paciente revelaron una concentración elevada de cistina en orina, lo que indica un posible diagnóstico de cistinuria.
HP:0001658	los resultados del análisis de sangre del paciente mostraron un nivel positivo de ck-mb, lo que indica un infarto de miocardio reciente.
HP:0008151	los resultados de los análisis de sangre del paciente mostraron un aumento del cociente internacional normalizado, lo que indica un tiempo de protrombina prolongado y un riesgo potencial de hemorragia.
HP:0002918	los resultados de los análisis de sangre del paciente mostraron niveles elevados de magnesio, lo que indica hipermagnesemia.
HP:0008232	El análisis de sangre de la paciente reveló niveles elevados de hormona foliculoestimulante en su torrente sanguíneo, lo que indicaba posibles problemas reproductivos.
HP:0004836	el análisis de sangre del paciente reveló la presencia de promielocitos anormales, lo que indicaba un posible diagnóstico de leucemia promielocítica aguda.
HP:0000855	el organismo del paciente no responde a la insulina, lo que se conoce como resistencia a la insulina.
HP:0005537	el hemograma completo del paciente reveló un tamaño de plaquetas del quintil más pequeño, lo que indica un hallazgo poco frecuente de plaquetas extremadamente pequeñas en su sangre.
HP:0005518	el hemograma completo de la paciente reveló un aumento del volumen corpuscular medio de 105 femtolitros, lo que indica macrocitosis.
HP:0001894	el hemograma completo del paciente reveló niveles elevados de plaquetas, lo que indica trombocitosis.
HP:0001882	el hemograma completo del paciente reveló cifras reducidas de leucocitos, lo que indica un recuento bajo de glóbulos blancos.
HP:0008660	la afección de la paciente, caracterizada por hipoplasia de los túbulos renales, es una manifestación de disgenesia renotubular, que tiene como consecuencia el subdesarrollo de los túbulos renales.
HP:0000680	el examen dental del paciente reveló una aparición tardía de los dientes primarios, caracterizada por el retraso en la erupción de los dientes primarios.
HP:0007270	el diagnóstico de la paciente se caracteriza por crisis de petit mal atípicas con periodos de recuperación más prolongados, lo que constituye un rasgo distintivo de las crisis de ausencia atípicas, marcadas por una fase de recuperación postictal prolongada.
HP:0006677	el electrocardiograma del paciente muestra un complejo qrs prolongado, lo que indica un retraso en la despolarización ventricular.
HP:0007765	el ojo del paciente presentaba una profundidad hiperbólica de la cámara anterior, caracterizada por una cámara anterior anormalmente profunda que se desviaba significativamente del rango normal.
HP:0005396	la alta susceptibilidad del paciente a la infección por coronavirus 229e fue una de las principales preocupaciones del equipo médico.
HP:0000362	el endurecimiento óseo del oído interno del paciente, una enfermedad conocida como otosclerosis, se diagnosticó mediante un minucioso examen médico y pruebas de imagen.
HP:0003282	los resultados de laboratorio del paciente revelaron un nivel de fosfatasa alcalina significativamente bajo, lo que indica una posible enfermedad hepática u ósea.
HP:0003155	los resultados de laboratorio del paciente revelaron un nivel elevado de fosfatasa alcalina, lo que indica un posible trastorno óseo o hepático.
HP:0002149	los resultados de laboratorio del paciente revelaron un aumento de la concentración de ácido úrico en sangre, lo que indica la presencia de hiperuricemia.
HP:0003231	los resultados de laboratorio del paciente revelaron niveles elevados de tirosina, lo que indica la presencia de hipertirosinemia.
HP:0003219	los resultados de laboratorio del paciente revelaron un aumento de ácido etilmalónico en su orina, lo que indica un posible diagnóstico de aciduria etilmalónica, un trastorno genético poco frecuente.
HP:0004852	los resultados de laboratorio del paciente mostraron un nivel reducido de fosfatasa alcalina leucocitaria.
HP:0001658	el historial médico del paciente revelaba un diagnóstico de enfermedad arterial coronaria grave, caracterizada por un importante infarto de miocardio resultante de un infarto de miocardio reciente.
HP:0005274	la nariz del paciente presentaba una punta nasal notablemente prominente.
HP:0000490	los oculares del paciente se inscriben en el plano facial, dando la apariencia de un ojo hundido o retraído.
HP:0007766	los discos ópticos del paciente parecen visiblemente más pequeños de lo habitual, una afección que suele denominarse discos ópticos pequeños o hipoplasia del disco óptico.
