HP:0000002	Desviación de la norma de estatura con respecto a la esperada según las normas de edad y sexo.
HP:0034653	Nivel de un ácido monocarboxílico en la orina por encima del límite superior de la normalidad. Un ácido monocarboxílico es un oxoácido que contiene un grupo carboxi.
HP:0034654	Cantidad de ácido octanoico en la orina por encima del límite superior de la normalidad.
HP:0034655	La concentración de ácido glutacónico en la orina, normalizada para la concentración urinaria, está por encima del límite superior de la normalidad.
HP:0034656	La concentración de ácido 3-hidroxiglutárico en la orina, normalizada para la concentración urinaria, está por encima del límite superior de la normalidad.
HP:0034657	La concentración de ácido malónico en la orina, normalizada para la concentración urinaria, está por encima del límite superior de la normalidad.
HP:0034658	Cantidad de propionilglicina en la orina por encima del límite superior de la normalidad.
HP:0034659	Cantidad de tiglilglicina en la orina por encima del límite superior de la normalidad.
HP:0034660	Cantidad de ácido 2-metilacetoacético en la orina por encima del límite superior de la normalidad.
HP:0034661	Cantidad de ácido 3-hidroxipropiónico en la orina por encima del límite superior de la normalidad.
HP:0034662	Cantidad de ácido 2-metilcítrico en la orina por encima del límite superior de la normalidad.
HP:0034663	Cantidad de ácido 4-hidroxisovalérico en orina por encima del límite superior de la normalidad.
HP:0034664	Cantidad de ácido 2-hidroxi-3-metilvalérico en la orina superior al límite superior de la normalidad. El ácido 2-hidroxi-3-metilpentanoico o ácido 2-hidroxi-3-metilvalérico (HMVA) es un ácido orgánico generado por el metabolismo de la L-isoleucina.
HP:0034665	Falta de amplitud de movimiento pasivo completo (restricciones en flexión, extensión u otros movimientos) de la articulación del hombro como resultado de cambios estructurales de tejidos no óseos, como músculos, tendones, ligamentos, cápsulas articulares y/o piel.
HP:0034666	Falta de toda la amplitud de flexión pasiva prevista de la articulación del hombro (la flexión del hombro hace que los brazos pasen de una posición de reposo a los lados a una posición recta por encima de la cabeza; por lo tanto, con la contractura en extensión del hombro no es posible elevar completamente los brazos por encima de la cabeza).
HP:0034667	Movimiento en el plano sagital que aumenta el ángulo de la articulación del pulgar (endereza la articulación); movimiento que implica la flexión posterior de la columna vertebral o el retorno a la posición vertical desde una posición flexionada.
HP:0034668	Un mixoma (neoplasia benigna de tejidos blandos caracterizada por la presencia de células fusiformes y estrelladas, patrón de crecimiento lobulado y formación de estroma mixoide) localizado en la lengua.
HP:0034669	Anomalía estructural de la articulación de la rodilla o de las estructuras circundantes.
HP:0034670	Una anomalía funcional de la articulación de la rodilla.
HP:0034671	Falta de amplitud de movimiento pasivo completo (restricciones en flexión, extensión u otros movimientos) de la articulación de la rodilla como resultado de cambios estructurales de tejidos no óseos, como músculos, tendones, ligamentos, cápsulas articulares y/o piel.
HP:0034672	Tipo de contractura de la articulación de la rodilla en la que la rodilla carece de la flexión completa esperada, de forma que la parte superior e inferior de la pierna no pueden juntarse.
HP:0034673	Una anomalía estructural del tobillo.
HP:0034674	Una anomalía funcional del tobillo.
HP:0034675	Falta de amplitud de movimiento pasivo completo (restricciones en flexión, extensión u otros movimientos) de una articulación del dedo del pie como consecuencia de cambios estructurales de tejidos no óseos, como músculos, tendones, ligamentos, cápsulas articulares y/o piel.
HP:0034676	Tipo de contractura de la articulación del dedo del pie en la que la articulación carece de la flexión completa esperada, de modo que los dos segmentos óseos a ambos lados de su articulación de unión no pueden juntarse.
HP:0034681	Falta de amplitud de movimiento pasivo completo (restricciones en flexión, extensión u otros movimientos) de una articulación del dedo como resultado de cambios estructurales de tejidos no óseos, como músculos, tendones, ligamentos, cápsulas articulares y/o piel.
HP:0034682	Tipo de contractura de la articulación del dedo en la que la articulación carece de la flexión completa esperada, de modo que los dos segmentos óseos a ambos lados de su articulación de unión no pueden juntarse.
HP:0034683	Cantidad de expresión de la proteína teletonina en el tejido muscular por debajo del límite inferior de la normalidad. La teletonina es una proteína sarcomérica de 19 kDa, localizada en el disco Z de los músculos esqueléticos y cardíacos.
HP:0034684	La concentración o la actividad de una enzima está por encima o por debajo de los límites de la normalidad.
HP:0034685	La concentración o la actividad de una enzima está por encima o por debajo de los límites de la normalidad en el tejido hepático.
HP:0034686	Actividad de la urocanasa en el hígado por debajo del límite inferior de la normalidad.
HP:0034687	Hidrólisis reducida (escisión de un enlace y adición del anión hidrógeno del agua) del enlace éster sulfúrico en la molécula de sulfato de cerebrósido, lo que posiblemente conduce a la acumulación de sulfato de cerebrósido.
HP:0034688	Disminución de la actividad enzimática de la glutaril-CoA oxidasa peroxisomal, una enzima que metaboliza el glutaril-CoA (un metabolito de la L-lisina, la L-hidroxi-lisina y el L-triptófano) por deshidrogenación a glutaconil-CoA seguida directamente de la descarboxilación de éste a crotonil-CoA.
HP:0034689	Disminución de la actividad de la enzima esterol 27-hidroxilasa, que participa en la degradación del colesterol a ácido biliar. La esterol 27-hidroxilasa cataliza el primer paso en la oxidación normal de la cadena lateral esteroidea, convirtiendo el colesterol, así como diferentes metabolitos 7a-hidroxilados del colesterol, en esteroides 27-oxigenados.
HP:0034690	Disminución de la actividad de la enzima acil-CoA deshidrogenasa de cadena corta (SCAD), una enzima clave de la beta-oxidación de los ácidos grasos que cataliza el primer paso en la beta-oxidación mitocondrial de los ácidos grasos.
HP:0034691	Disminución de la actividad de la enzima 3-fosfoglicerato deshidrogenasa (PGDH), que cataliza el primer paso de la vía convirtiendo el D-3-fosfoglicerato (PGA), un intermediario de la glucólisis, en fosfohidroxipiruvato concomitante con la reducción de NAD+.
HP:0034692	Aumento de la longitud de las mitocondrias.
HP:0034693	Actividad de la metionina adenosiltransferasa en el hígado por debajo del límite inferior de la normalidad. Nótese que existen múltiples isoenzimas de metionina adenosiltransferasa.
HP:0034694	Degeneración y pérdida de neuronas en la sustancia negra del cerebro.
HP:0034696	Un lipoma que se localiza dentro de un músculo.
HP:0034697	Vasos sanguíneos dilatados en la piel.
HP:0034698	Actividad de la aromatasa fuera del rango normal.
HP:0034699	Actividad enzimática de la aromatasa por encima del límite superior de la normalidad.
HP:0034700	Actividad enzimática de la aromatasa por debajo del límite inferior de la normalidad.
HP:0034701	Forma de amiloidosis que se localiza en la córnea.
HP:0034702	Cualquier anomalía estructural del queratinocito. El queratinocito es el principal tipo celular de la epidermis y se encarga de generar la barrera protectora.
HP:0034703	Aumento del número de vacuolas (orgánulos delimitados por una membrana, vacíos de citoplasma, recubiertos por una membrana y llenos de líquido) en los queratinocitos.
HP:0034704	Un adenocarcinoma que surge de la glándula parótida.
HP:0034705	Inflamación celular, destrucción de vasos y necrosis tisular de los vasos sanguíneos del pulmón.
HP:0034706	Actividad de la D-glicerato quinasa en el hígado por debajo del límite inferior de la normalidad.
HP:0034707	Fagocitosis de eritrocitos, linfocitos u otros precursores hematopoyéticos por histiocitos o macrófagos en un ganglio linfático.
HP:0034708	Subdesarrollo de la rama superior del hueso pubis (rama inferior del pubis).
HP:0034709	Tumor mixto mülleriano benigno poco frecuente del útero compuesto por componentes epiteliales y mesenquimales benignos.
HP:0034710	Malformación benigna del pulmón que incluye una mezcla anormal de componentes tisulares como cartílago, epitelio, grasa o músculo que son comunes al pulmón pero sin preservación de la arquitectura del órgano.
HP:0034711	Hallazgo histológico anormal caracterizado por un aumento del área de sección transversal de los axones nerviosos periféricos (hasta 20-25 micrómetros de diámetro).
HP:0034712	Concentración o actividad de la alfa mannosidasa por debajo del límite inferior de la normalidad en la circulación sanguínea.
HP:0034713	Anomalía estructural del hepatocito, que es el principal tipo celular que compone el perniquito hepático. Los hepatocitos suelen ser binucleados y aparecen en forma de láminas en el tejido hepático.
HP:0034714	Acumulación de pigmento oscuro, groseramente granular, localizado en los lisosomas de los hepatocitos centrilobulares.
HP:0034715	Actividad de la enzima uroporfirinógeno descarboxilasa (UROD; EC 4.1.1.37) por debajo del límite inferior de la normalidad.
HP:0034716	Actividad de la enzima hemo oxigenasa por debajo del límite inferior de la normalidad.
HP:0034717	La presencia de neuronas agrandadas e hinchadas que carecen de cuerpos de Nissl (el retículo endoplásmico rugoso-acromasia se refiere a neuronas que carecen de cuerpos de Nissl) en la corteza cerebral.
HP:0034718	Presencia de vacuolas (orgánulos delimitados por una membrana que están vacíos de citoplasma, revestidos por una membrana y llenos de líquido) en los hepatocitos, que normalmente no suelen contener vacuolas.
HP:0034719	Anomalía de la maduración ovocitaria caracterizada por la incapacidad de los ovocitos para formar pronúcleos tras los procedimientos de fecundación in vitro. Los ovocitos presentan normalmente dos pronúcleos entre 17 y 20 horas después de la inseminación in vitro.
