HP:0000002	Altura corporal anormal
HP:0100424	['Duplicación parcial del hueso más interno del dedo pequeño del pie', 'Duplicación parcial del hueso más interno del dedo meñique del pie', 'Duplicación parcial del hueso más interno del dedo meñique del pie', 'Duplicación parcial de la falange proximal del quinto dedo del pie']
HP:0100427	['Hueso medio ancho del dedo meñique', 'Hueso medio ancho del dedo meñique', 'Hueso medio ancho del dedo meñique']
HP:0100430	['Hueso ancho más interno del dedo meñique', 'Hueso ancho más interno del dedo meñique', 'Hueso ancho más interno del dedo meñique del pie']
HP:0100431	['Hueso ancho más externo del 3er dedo', 'Hueso ancho más externo del 3er dedo']
HP:0100432	['Hueso ancho más externo del 4º dedo', 'Hueso ancho más externo del 4º dedo']
HP:0100433	['Hueso ancho más externo del 5º dedo', 'Hueso ancho más externo del dedo meñique', 'Hueso ancho más externo del dedo meñique', 'Hueso ancho más externo del dedo meñique del pie']
HP:0100436	['Hueso medio del dedo meñique en forma de bala', 'Hueso medio del dedo meñique en forma de bala', 'Hueso medio del dedo meñique en forma de bala']
HP:0100439	['Hueso interno del dedo meñique en forma de bala', 'Hueso interno del dedo meñique en forma de bala', 'Hueso interno del dedo meñique en forma de bala']
HP:0100442	['Hueso más externo del dedo meñique en forma de bala', 'Hueso más externo del dedo meñique en forma de bala', 'Hueso más externo del dedo meñique en forma de bala']
HP:0100445	['Hueso medio del dedo meñique curvado', 'Hueso medio del dedo meñique curvado', 'Hueso medio del dedo meñique curvado']
HP:0100448	['Dedo meñique interno curvado', 'Hueso del dedo meñique interior curvado', 'Dedo meñique interno curvado']
HP:0100451	['Hueso externo curvo del dedo meñique del pie', 'Hueso externo curvado del dedo meñique del pie', 'Hueso externo curvado del dedo meñique del pie']
HP:0100463	['Aumento desigual de la densidad ósea en el hueso medio del dedo pequeño del pie.', 'Aumento desigual de la densidad ósea en el hueso medio del dedo meñique del pie.', 'Aumento desigual de la densidad ósea en el hueso medio del dedo meñique del pie.']
HP:0100466	['Aumento desigual de la densidad ósea en el hueso más interno del dedo pequeño del pie.', 'Aumento desigual de la densidad ósea en el hueso más interno del dedo meñique del pie.', 'Aumento desigual de la densidad ósea en el hueso más interno del dedo meñique del pie.']
HP:0100469	['Aumento desigual de la densidad ósea en el hueso más externo del dedo meñique del pie.', 'Aumento desigual de la densidad ósea en el hueso más externo del dedo meñique del pie.', 'Aumento desigual de la densidad ósea en el hueso más externo del dedo meñique del pie.']
HP:0100475	['Fusión del hueso más interno del dedo meñique', 'Hueso más interno del dedo meñique fusionado', 'Fusión del hueso más interno del dedo meñique del pie']
HP:0100478	['Fusión de los huesos más externos del dedo meñique del pie', 'Fusión de los huesos más externos del dedo meñique del pie', 'Fusión de los huesos externos del dedo meñique del pie']
HP:0100480	['Fusión de los huesos interno y medio del 3er dedo del pie', 'Sinfalangismo de las falanges media y proximal del 3er dedo del pie']
HP:0100481	['Fusión de los huesos interno y medio del 4º dedo del pie', 'Sinfalangismo de las falanges media y proximal del 4º dedo del pie']
HP:0100482	['Huesos del dedo meñique interno y medio fusionados', 'Huesos del dedo meñique interno y medio fusionados', 'Huesos del dedo meñique interno y medio fusionados', 'Sinfalangismo de las falanges media y proximal del 5º dedo del pie']
HP:0100487	['Hueso externo del dedo meñique de forma triangular', 'Hueso externo del dedo meñique de forma triangular', 'Hueso externo del dedo meñique de forma triangular']
HP:0100489	['Huesos medio e interno del 2º dedo del pie fusionados', 'Sinfalangismo de las falanges media y proximal del 2º dedo del pie']
HP:0100490	['Camptodactilia de las manos', 'Camptodactilia de la articulación interfalángica proximal', 'Contracturas de las articulaciones interfalángicas proximales de los dedos', 'Contracturas en flexión de las articulaciones interfalángicas proximales', 'Flexión permanente del dedo', 'Contracturas de la articulación interfalángica proximal de los dedos']
HP:0100491	['Anomalía de la articulación del miembro inferior', 'Anomalía de las articulaciones de los miembros inferiores']
HP:0100494	['Anomalía de los mastocitos', 'Anomalía de los mastocitos']
HP:0100503	['Niveles bajos de vitamina B1', 'Reducción del nivel de tiamina en sangre', 'Carencia de vitamina B1']
HP:0100504	['Niveles bajos de vitamina B2', 'Deficiencia de riboflavina', 'Carencia de vitamina B2']
HP:0100505	['Niveles bajos de vitamina B5', 'Deficiencia de vitamina B5']
HP:0100506	['Niveles bajos de vitamina B8', 'Deficiencia de vitamina B8']
HP:0100507	['Deficiencia de folato', 'Deficiencia de vitamina B9']
HP:0100510	['Bajos niveles de vitamina C', 'Carencia de vitamina C']
HP:0100512	['Deficiencia de vitamina D', 'Niveles bajos de vitamina D', 'Deficiencia de vitamina D']
HP:0100513	['Deficiencia de alfa-tocoferol', 'Bajos niveles de vitamina E', 'Deficiencia de vitamina E']
HP:0100515	['Micción constante', 'Micción frecuente']
HP:0100516	['Neoplasia de los uréteres', 'cáncer de uréter']
HP:0100518	['Sensación de ardor sordo al orinar', 'Dolor o dificultad al orinar']
HP:0100523	['Absceso hepático', 'Absceso hepático']
HP:0100524	['Dimelia', 'Duplicación de extremidades']
HP:0100526	['Cáncer de pulmón', 'Tumor pulmonar', 'Tumor pulmonar']
HP:0100530	['Nivel anormal de la hormona reguladora Ca-PHOS', 'Nivel anormal de la hormona reguladora del Ca2+ PO4']
HP:0100533	['Anomalía inflamatoria del ojo', 'Inflamación ocular']
HP:0100538	['Anomalía de la ceja de la cara', 'Deformidad de los márgenes supraorbitarios', 'Deformidad de los rebordes supraorbitarios', 'Malformación de los márgenes supraorbitarios', 'Malformación de los rebordes supraorbitarios']
HP:0100539	['Celulitis periorbitaria', 'Periorbital oedema']
HP:0100540	['Edema de los párpados', 'Edema palpebral', 'Edema palpebral', 'Plenitud de los párpados', 'Edema de los párpados', 'Edema palpebral', 'Párpados hinchados', 'Párpados hinchados', 'Hinchazón de los párpados']
HP:0100543	['Anomalía de la cognición', 'Anomalía cognitiva', 'Defectos cognitivos', 'Déficits cognitivos', 'Deterioro cognitivo', 'Discapacidad intelectual']
HP:0100544	['Neoplasia cardiaca', 'Neoplasia cardiaca', 'Tumor cardíaco', 'Tumor cardíaco']
HP:0100546	['Estenosis carotídea', 'Estrechamiento de la arteria carótida']
HP:0100547	['Forma anormal del cerebro anterior', 'Anomalía de la morfología del cerebro anterior', 'Anomalía del cerebro anterior']
HP:0100550	['Rotura de tendones', 'Rotura de tendón', 'Rotura del tendón', 'Rotura de tendón/músculo']
HP:0100556	['Acortamiento asimétrico de las extremidades', 'Hemiatrofia corporal']
HP:0100558	['Acortamiento asimétrico del miembro superior', 'Hemihipotrofia del miembro superior']
HP:0100559	['La pierna izquierda y la derecha difieren en longitud o anchura', 'Discrepancia en la longitud de las piernas']
HP:0100569	['Maduración ósea anormal de las vértebras', 'Osificación vertebral anormal', 'Anomalía de la osificación/mineralización de las vértebras']
HP:0100570	['Carcinoide', 'Tumores carcinoides', 'Tumor carcinoide', 'Tumores carcinoides']
HP:0100577	['Cistitis de la vejiga urinaria', 'Inflamación de la vejiga urinaria']
HP:0100578	['Atrofia de la grasa', 'Pérdida de tejido adiposo en una zona localizada', 'Pérdida de tejido adiposo en una zona localizada']
HP:0100580	['Síndrome de Barret', 'Esófago de Barrett', 'Esófago de Barrett', 'Esófago de Barrett', 'Endobraquioesófago']
HP:0100581	['Dilatación calicial', 'Caliectasis', 'Megacalicosis']
HP:0100582	['Pólipos nasales', 'Poliposis nasi', 'Pólipos nasales']
HP:0100596	['Abouphalia', 'Aplasia de las narinas', 'Aplasia/hipoplasia de las narinas', 'Ausencia de orificios nasales']
HP:0100598	['Exceso de líquido en los pulmones', 'Edema pulmonar', 'Edema pulmonar', 'Edema pulmonar', 'Pulmón húmedo']
HP:0100599	['Diphallia', 'Duplicación peneana']
HP:0100603	['Trastorno hipertensivo del embarazo', 'Toxemia del embarazo']
HP:0100604	['Tumor labial', 'Tumor labial', 'Neoplasia del labio', 'Tumor de labio', 'Tumor de labio']
HP:0100606	['Tumor del sistema respiratorio', 'Tumor del sistema respiratorio']
HP:0100608	['Hemorragia uterina anormal', 'Hemorragia intermenstrual', 'Manchado menstrual']
HP:0100612	['Tumor odontogénico', 'Tumor odontogénico']
HP:0100615	['Neoplasia de ovarios', 'Neoplasia de ovario', 'Cáncer de ovario', 'Ovarian neoplasia', 'Tumor de ovario', 'Tumor de ovario']
HP:0100625	['Caja torácica ancha', 'Tórax ancho']
HP:0100627	['Desplazamiento del orificio uretral externo', 'Desplazamiento del orificio uretral externo masculino']
HP:0100630	['Neoplasia nasofaríngea', 'Neoplasia de la nasofaringe', 'Tumor de la nasofaringe', 'Tumor de la nasofaringe']
HP:0100632	['Secuestro broncopulmonar', 'Lesión quística pulmonar']
HP:0100633	['Inflamación del esófago', 'Inflamación del esófago', 'Esofagitis']
HP:0100638	['Neoplasia de la faringe', 'Neoplasia faríngea', 'Tumor de faringe', 'Tumor de faringe']
HP:0100639	['Erección anormal', 'Anomalías eréctiles']
HP:0100643	['Anomalía del color de las uñas', 'Discromía ungueal']
HP:0100645	['Hernia vesical', 'Prolapso de vejiga', 'Vejiga caída', 'Vejiga prolapsada']
HP:0100649	['Lesión de la cavidad oral', 'Neoplasia bucal', 'Tumor bucal', 'Tumor bucal', 'Neoplasia de la boca', 'Tumor de cavidad oral', 'Tumor de cavidad oral']
HP:0100650	['Vaginal neoplasia', 'Vaginal tumor', 'Tumor vaginal']
HP:0100651	['Diabetes mellitus de tipo I', 'Diabetes mellitus insulinodependiente', 'Diabetes mellitus juvenil', 'Diabetes tipo 1', 'Diabetes de tipo I']
HP:0100657	['Celosomia', 'Kelosomia']
HP:0100658	['Infección bacteriana de la piel', 'Infección cutánea', 'Infecciones cutáneas']
HP:0100659	['Anomalía de los vasos sanguíneos cerebrales', 'Anomalía de la vasculatura cerebral']
HP:0100660	['Trastorno de los movimientos musculares involuntarios', 'Discinesias', 'Discinesia']
HP:0100665	['Edema angioneurótico', 'Edema angioneurótico', 'Angioedema', 'Edema de Quincke', 'Edema de Quincke']
HP:0100668	['Duplicación intestinal', 'Duplicación intestinal']
HP:0100669	['Color anormal de la mucosa oral', 'Color anormal de la mucosa oral', 'Pigmentación anormal de la cavidad bucal', 'Pigmentación anormal de la mucosa oral', 'Pigmentación anormal de la mucosa oral/gingiva']
HP:0100670	['Trabeculación gruesa en las metáfisis', 'Trabeculación ósea rugosa', 'Trabeculación ósea rugosa']
HP:0100671	['Forma anormal del hueso esponjoso', 'Anomalía de la trabeculación ósea']
HP:0100678	['Arrugas prematuras de la piel', 'Piel arrugada']
HP:0100684	['Cáncer de glándula salival', 'Neoplasia de glándulas salivales', 'Tumor de glándula salival', 'Tumor de glándula salival']
HP:0100685	['Morfología anormal de las fibras de Sharpey', 'Anomalía de las fibras de Sharpey', 'Anomalía de las fibras de Sharpey', 'Anomalía de la entesis']
HP:0100686	['Inflamación de las fibras sharpey', 'Inflamación de las fibras sharpey']
HP:0100697	['Tumor maligno de la vaina del nervio periférico', 'Tumor maligno de la vaina del nervio periférico', 'Schwannoma maligno', 'Neurosarcoma']
HP:0100699	['Tejido cicatricial', 'Cicatrización']
HP:0100700	['Anomalía de la aracnoides', 'Anomalía de la aracnoides']
HP:0100702	['Quistes aracnoideos', 'Saco lleno de líquido situado en la membrana que rodea el cerebro o la médula espinal']
HP:0100704	['Ceguera cortical', 'Discapacidad visual cortical', 'Discapacidad visual cortical/cerebral', 'CVI']
HP:0100710	['Impulsivo', 'Impulsividad']
HP:0100716	['Autoagresión', 'Autolesiones', 'Autolesiones', 'Comportamiento autolesivo', 'Comportamientos autolesivos', 'Comportamientos autolesivos']
HP:0100721	['Ganglios linfáticos inflamados en el centro del pecho', 'Ganglios linfáticos inflamados en el centro del pecho']
HP:0100723	['Tumor del estroma gastrointestinal', 'Tumor del estroma gastrointestinal', 'Tumores del estroma gastrointestinal', 'Tumor del estroma gastrointestinal', 'Tumores del estroma gastrointestinal', 'Tumor del estroma gastrointestinal', 'Tumor del estroma gastrointestinal', 'GIST']
HP:0100724	['Hiperviscosidad sanguínea', 'Trombofilia']
HP:0100729	['Cara grande', 'Cara grande', 'Grandes facies']
HP:0100734	['Forma anormal de la parte final del hueso de la vértebra', 'Anomalía de las epífisis vertebrales', 'Anomalía de la morfología de la epífisis vertebral']
HP:0100736	['Anomalía del paladar muscular', 'Anomalía del paladar blando', 'Anomalía del velo', 'Anomalía del velo del paladar']
HP:0100737	['Anomalía del paladar duro', 'Anomalía del paladar secundario']
HP:0100738	['Comportamiento alimentario anormal', 'Comportamiento alimentario anormal']
HP:0100742	['Tumor vascular', 'Tumor vascular']
HP:0100743	['Rectal tumor', 'Rectal tumour']
HP:0100749	['Molestias en el pecho', 'Dolor torácico', 'Dolor torácico']
HP:0100750	['Colapso parcial o total de una parte o de todo el pulmón', 'Atelectasia pulmonar']
HP:0100751	['Tumor esofágico', 'Tumor esofágico']
HP:0100752	['Lobulación hepática anómala', 'Lobulación hepática anómala', 'Lobación hepática anormal']
HP:0100754	['Hipomanía', 'Hipomanía', 'Manic']
HP:0100755	['Escupitajo anormal', 'Anomalía de la salivación']
